num_folds_executed,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_auc_mean,test_auc_std,test_ece_mean,test_ece_std,pre_temperature_ece_mean,pre_temperature_ece_std,temperature_mean,temperature_std,subject_acc_mean_mean,subject_acc_mean_std,subject_auc_mean_mean,subject_auc_mean_std
5,0.7609642346954283,0.009680968077738192,0.7368790452803917,0.008735115027448078,0.9070218128143457,0.0055285212830530756,0.03285483792424202,0.0038340510561775897,0.03548924215137959,0.005861776116880561,1.0721880674362183,0.018757263344474254,0.7603098750114441,0.010036278483671382,0.903849364698271,0.0051044036354448395
