num_folds_executed,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_auc_mean,test_auc_std,test_ece_mean,test_ece_std,pre_temperature_ece_mean,pre_temperature_ece_std,temperature_mean,temperature_std,subject_acc_mean_mean,subject_acc_mean_std,subject_auc_mean_mean,subject_auc_mean_std
9,0.5570987654320987,0.09070871610917035,0.5548099503325895,0.08994380654381368,0.7945316072245084,0.0669988341616068,0.09921731385919783,0.037913938998768194,0.09516812198691899,0.043892051502488094,1.08000910282135,0.042944972584759045,0.5570987694793277,0.09070871678676462,0.7945316072245084,0.0669988341616068
