fold_name,split_mode,best_val_auc,best_val_acc,best_val_f1,test_accuracy,test_macro_f1,test_auc,test_ece,pre_temperature_ece,temperature,subject_acc_mean,subject_acc_std,subject_acc_min,subject_acc_max,subject_auc_mean,subject_auc_std,sampling_frequency,train_samples,val_samples,calib_samples,test_samples,train_subjects,val_subjects,calib_subjects,test_subjects,train_label_distribution,val_label_distribution,calib_label_distribution,test_label_distribution,checkpoint_path,confusion_matrix_path
fold_01,subject_kfold,0.8357445987654321,0.5520833333333334,0.5525516894533403,0.4583333333333333,0.4563738155583621,0.7296810699588478,0.10522280633449554,0.11289563775062561,1.053658127784729,0.4583333432674408,0.0,0.4583333432674408,0.4583333432674408,0.7296810699588478,0.0,250.0,2016,288,288,288,"[8, 3, 5, 7, 2, 6, 9]",[1],[1],[4],"{'0': 504, '1': 504, '2': 504, '3': 504}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}",/kaggle/working/v24bci_outputf/fold_01/best_model.pt,/kaggle/working/v24bci_outputf/fold_01/confusion_matrix.png
fold_02,subject_kfold,0.83080954218107,0.6111111111111112,0.6153856437275875,0.5520833333333334,0.5484801314990825,0.7993344907407408,0.060597293078899384,0.048115089535713196,1.0726209878921509,0.5520833134651184,0.0,0.5520833134651184,0.5520833134651184,0.7993344907407408,0.0,250.0,2016,288,288,288,"[4, 3, 5, 7, 2, 6, 9]",[8],[8],[1],"{'0': 504, '1': 504, '2': 504, '3': 504}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}",/kaggle/working/v24bci_outputf/fold_02/best_model.pt,/kaggle/working/v24bci_outputf/fold_02/confusion_matrix.png
fold_03,subject_kfold,0.8781989454732511,0.6701388888888888,0.6734610680626165,0.5763888888888888,0.5747255068210947,0.8161972736625513,0.10463368892669678,0.07057182490825653,0.9832203388214111,0.5763888955116272,0.0,0.5763888955116272,0.5763888955116272,0.8161972736625513,0.0,250.0,2016,288,288,288,"[4, 1, 5, 7, 2, 6, 9]",[3],[3],[8],"{'0': 504, '1': 504, '2': 504, '3': 504}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}",/kaggle/working/v24bci_outputf/fold_03/best_model.pt,/kaggle/working/v24bci_outputf/fold_03/confusion_matrix.png
fold_04,subject_kfold,0.7484728652263375,0.4965277777777778,0.46218096635476325,0.71875,0.7187281030827439,0.9139499742798355,0.14575988054275513,0.12330754101276398,1.1125435829162598,0.71875,0.0,0.71875,0.71875,0.9139499742798355,0.0,250.0,2016,288,288,288,"[4, 1, 8, 7, 2, 6, 9]",[5],[5],[3],"{'0': 504, '1': 504, '2': 504, '3': 504}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}",/kaggle/working/v24bci_outputf/fold_04/best_model.pt,/kaggle/working/v24bci_outputf/fold_04/confusion_matrix.png
fold_05,subject_kfold,0.7614293981481481,0.5138888888888888,0.5052266032936136,0.4791666666666667,0.47535499966397354,0.7392296810699588,0.06724128872156143,0.07000936567783356,1.0807360410690308,0.4791666567325592,0.0,0.4791666567325592,0.4791666567325592,0.7392296810699588,0.0,250.0,2016,288,288,288,"[4, 1, 8, 3, 2, 6, 9]",[7],[7],[5],"{'0': 504, '1': 504, '2': 504, '3': 504}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}",/kaggle/working/v24bci_outputf/fold_05/best_model.pt,/kaggle/working/v24bci_outputf/fold_05/confusion_matrix.png
fold_06,subject_kfold,0.7152938528806585,0.46875,0.4569173234854568,0.6423611111111112,0.6423504454249636,0.8441358024691358,0.12629950046539307,0.12865453958511353,1.1391329765319824,0.6423611044883728,0.0,0.6423611044883728,0.6423611044883728,0.8441358024691358,0.0,250.0,2016,288,288,288,"[4, 1, 8, 3, 5, 6, 9]",[2],[2],[7],"{'0': 504, '1': 504, '2': 504, '3': 504}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}",/kaggle/working/v24bci_outputf/fold_06/best_model.pt,/kaggle/working/v24bci_outputf/fold_06/confusion_matrix.png
fold_07,subject_kfold,0.7919399434156379,0.5138888888888888,0.49427376220293096,0.4131944444444444,0.416187527642636,0.6796231995884773,0.1607859581708908,0.18875569105148315,1.0664734840393066,0.4131944477558136,0.0,0.4131944477558136,0.4131944477558136,0.6796231995884773,0.0,250.0,2016,288,288,288,"[4, 1, 8, 3, 5, 7, 9]",[6],[6],[2],"{'0': 504, '1': 504, '2': 504, '3': 504}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}",/kaggle/working/v24bci_outputf/fold_07/best_model.pt,/kaggle/working/v24bci_outputf/fold_07/confusion_matrix.png
fold_08,subject_kfold,0.8457433127572016,0.6041666666666666,0.5862381436770165,0.5555555555555556,0.5550854586270891,0.7832111625514403,0.04148447513580322,0.058222342282533646,1.0915613174438477,0.5555555820465088,0.0,0.5555555820465088,0.5555555820465088,0.7832111625514403,0.0,250.0,2016,288,288,288,"[4, 1, 8, 3, 5, 7, 2]",[9],[9],[6],"{'0': 504, '1': 504, '2': 504, '3': 504}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}",/kaggle/working/v24bci_outputf/fold_08/best_model.pt,/kaggle/working/v24bci_outputf/fold_08/confusion_matrix.png
fold_09,subject_kfold,0.7368827160493828,0.5104166666666666,0.5050765401578984,0.6180555555555556,0.6060035646733596,0.8454218106995885,0.0809309333562851,0.05598106607794762,1.1201350688934326,0.6180555820465088,0.0,0.6180555820465088,0.6180555820465088,0.8454218106995885,0.0,250.0,2016,288,288,288,"[1, 8, 3, 5, 7, 2, 6]",[4],[4],[9],"{'0': 504, '1': 504, '2': 504, '3': 504}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}","{'0': 72, '1': 72, '2': 72, '3': 72}",/kaggle/working/v24bci_outputf/fold_09/best_model.pt,/kaggle/working/v24bci_outputf/fold_09/confusion_matrix.png
